,image_name,text,image_type_folder
110,2022-05-11_02-26-58_UTC_3.jpg,take a shot for every time someone in your class says “building off of that...”,yikyakyeo/image_type_1/
111,2022-09-07_22-04-39_UTC_3.jpg,exco fair? more like extrovert fair my god that was stressful,yikyakyeo/image_type_1/
112,2022-03-27_04-28-56_UTC_5.jpg,i came to oberlin a shostakovich listener and now i'm an industrial/noise music listener,yikyakyeo/image_type_1/
113,2022-09-28_01-12-39_UTC_6.jpg,some of y'all need to put a little pep in ur step and hustle over to those 9:30s,yikyakyeo/image_type_1/
114,2022-02-23_17-38-33_UTC_5.jpg,about to have class with obama's ex girlfriend who teaches here apparently,yikyakyeo/image_type_1/
115,2022-02-08_01-19-10_UTC_10.jpg,it's so hard to actually press the up c vote button when ur drunk,yikyakyeo/image_type_1/
116,2022-05-24_18-54-30_UTC_3.jpg,"If you or a loved one have been exposed to Barrows Virgins in your dorm's common room, you may be entitled to medical compensation",yikyakyeo/image_type_1/
117,2022-01-30_01-06-22_UTC_8.jpg,is considering becoming a vampire to no longer need AVI a viable option,yikyakyeo/image_type_1/
118,2022-10-29_16-47-19_UTC_1.jpg,"every time the really sweet woman at decafe tells me to have a blessed night, i feel my latent catholic tendencies start to tingle. she's going to evangelize me.",yikyakyeo/image_type_1/
119,2022-04-16_15-31-20_UTC_1.jpg,"Sorry professor I can't come to class, it's raining slightly and I'm one of the mermaids from h20 just add water",yikyakyeo/image_type_1/
120,2022-05-22_12-24-15_UTC_2.jpg,With all the thirstposting here we should just have an end-of-semester orgy,yikyakyeo/image_type_1/
121,2022-09-03_02-15-28_UTC_1.jpg,900 communist children marching down the streets of Cleveland in matching t-shirts,yikyakyeo/image_type_1/
122,2022-05-31_12-43-56_UTC_10.jpg,terrified of pooping w a tampon in bc what if i push it out?? im not ready to be a mother,yikyakyeo/image_type_1/
123,2022-03-02_19-15-28_UTC_2.jpg,okay the food is not great but some of you literally just have undiagnosed IBS and i hear way too much about it on this app,yikyakyeo/image_type_1/
124,2022-05-20_20-41-13_UTC_8.jpg,the rat playing hamilton is my villain origin story,yikyakyeo/image_type_1/
125,2022-01-23_02-08-42_UTC_4.jpg,Frantically changing my yak emoji until I get a burger because long burger,yikyakyeo/image_type_1/
126,2022-10-06_03-53-13_UTC_7.jpg,How much meth do you think we'd have to give Joe Biden to get some bullet trains in this country,yikyakyeo/image_type_1/
127,2022-03-12_01-47-55_UTC_3.jpg,for women's history month men should be forced to write all our essays for us. Oberlin isn't as woke as it pretends to be,yikyakyeo/image_type_1/
128,2022-10-06_03-53-13_UTC_5.jpg,Leaving the art museum with 6 paintings shoved up my ass,yikyakyeo/image_type_1/
129,2022-03-12_01-47-55_UTC_1.jpg,i need to stop treating readings like optional homework I literally pay to go here,yikyakyeo/image_type_1/
130,2022-01-23_02-08-42_UTC_6.jpg,AVI doesn't represent diverse cultures. They don't even know what a long burger is.,yikyakyeo/image_type_1/
131,2022-04-16_15-31-20_UTC_3.jpg,i'm gonna break into the bell tower and i'm gonna ring that fucking bell. i'm gonna ring it so much.,yikyakyeo/image_type_1/
132,2022-10-29_16-47-19_UTC_3.jpg,Catch me smuggling 4 jars of $24 decafe cashew butter up my ass,yikyakyeo/image_type_1/
133,2022-05-24_18-54-30_UTC_1.jpg,Actually having to look both ways before crossing Lorain street now,yikyakyeo/image_type_1/
134,2022-02-23_17-38-33_UTC_7.jpg,POV: You're an Oberlin Student. Hand to nail,yikyakyeo/image_type_1/
135,2022-09-10_01-22-58_UTC_9.jpg,i think it would be funny if yikyakyeo had their phone taken away by their mom,yikyakyeo/image_type_1/
136,2022-09-03_02-15-28_UTC_3.jpg,so if they make mobile ids a requirement next year does that mean oberlin is paying for my phone,yikyakyeo/image_type_1/
137,2022-09-07_22-04-39_UTC_1.jpg,"Have decided i will be wearing my boring, straight-passing outfits on days i have science classes and my chaotic visibly queer ones when i have humanities classes",yikyakyeo/image_type_1/
138,2022-09-28_01-12-39_UTC_4.jpg,How does the rat manage to light their shit on fire when they cook and simultaneously not melt their cheese,yikyakyeo/image_type_1/
139,2022-03-03_16-01-26_UTC_1.jpg,dear athletes: your chances of getting some are astronomically higher if you wear your mask correctly,yikyakyeo/image_type_1/
140,2022-01-29_00-53-24_UTC_5.jpg,“Winter term is gonna be so fun” *spends 9 hours a day learning russian*,yikyakyeo/image_type_1/
141,2022-05-11_02-26-58_UTC_1.jpg,"I get that school fucks you sometimes, but why can't it be gentle?! No foreplay. No aftercare. It's 2. am and I'm asking for an extension. This is a toxic relationship. Fuck you. Okta verify my ass",yikyakyeo/image_type_1/
142,2022-03-09_03-19-19_UTC_7.jpg,seeing the batman but not telling my friends because they'll execute me for betraying the Robert Pattinson porn agenda,yikyakyeo/image_type_1/
143,2022-03-03_01-34-08_UTC_4.jpg,the panic when someone on a bike says on your left and you forget your left and right,yikyakyeo/image_type_1/
144,2022-10-11_01-57-35_UTC_9.jpg,katy perry kissed a girl and liked it...now she's dead. think about that,yikyakyeo/image_type_1/
145,2022-03-30_20-13-53_UTC_5.jpg,I want you to know I am constantly lying on this app. just making stuff up left and right,yikyakyeo/image_type_1/
146,2022-05-31_03-21-25_UTC_3.jpg,"love you azzies, but when it's been a month i don't think you can say we're out of straws, i think you just need to say we no longer have straws",yikyakyeo/image_type_1/
147,2022-09-04_18-33-45_UTC_3.jpg,"ah yes, I love walking into my 14 person discussion class to see my ex, someone I ghosted, and my most recent tinder match",yikyakyeo/image_type_1/
148,2022-02-06_01-34-49_UTC_5.jpg,good god why is this entire campus in heat rn,yikyakyeo/image_type_1/
149,2022-05-20_20-50-34_UTC_5.jpg,I'll never forget the time when my first grade teacher showed my class a video about sun related skin cancer before enjoying our hot field day.,yikyakyeo/image_type_1/
150,2022-02-10_19-39-07_UTC_3.jpg,If decafe sold frozen thin mints,yikyakyeo/image_type_1/
151,2022-09-05_02-24-00_UTC_9.jpg,i just saw the squirrel flattened on the road. rest in peace yeobie.,yikyakyeo/image_type_1/
152,2022-09-09_16-51-50_UTC_2.jpg,I just realized that one day in our lifetime Bill Nye will die and it fills me with unspeakable existential dread,yikyakyeo/image_type_1/
153,2022-04-26_02-12-19_UTC_5.jpg,the amount of sunburn obies walking around this campus is pathetic. do better u pale weenies,yikyakyeo/image_type_1/
154,2022-09-12_23-44-20_UTC_5.jpg,"Just farted out loud, roommate woke up but doesn't seem to know why",yikyakyeo/image_type_1/
155,2022-06-02_19-14-07_UTC_4.jpg,"The real reason tuition is so high is because President Ambar is using all the money to hand- build a giant, heated water slide connecting her office to her house so she can get home before rush hour.",yikyakyeo/image_type_1/
156,2022-06-05_22-26-43_UTC_2.jpg,mitski was right. nobody nobody nobody nobody nobody ooh nobody nobody nobody nobody,yikyakyeo/image_type_1/
157,2022-06-20_19-04-26_UTC_2.jpg,Whack as hell that my high school friends don't hug like my oberlin friends do,yikyakyeo/image_type_1/
158,2022-04-11_12-19-51_UTC_8.jpg,the smart wool socks stay on during sex,yikyakyeo/image_type_1/
159,2022-10-27_03-42-20_UTC_7.jpg,yikyakyeo abt to become the new joker,yikyakyeo/image_type_1/
160,2022-04-18_01-34-18_UTC_1.jpg,Go to oberlin if you want to go out and see all 4 of your college exes in one place,yikyakyeo/image_type_1/
161,2022-02-09_01-52-38_UTC_6.jpg,Why am I having to open my own doors in black history month?,yikyakyeo/image_type_1/
162,2022-03-07_01-28-17_UTC_2.jpg,Looking out my window at a goth try and light a cigarette for like 5 minutes in the wind and feeling like I'm watching a nature documentary,yikyakyeo/image_type_1/
163,2022-10-25_14-45-14_UTC_9.jpg,what if I was a functional human for halloween haha,yikyakyeo/image_type_1/
164,2022-09-07_21-52-35_UTC_4.jpg,Kahn really wanted to one up dascomb's gas leak,yikyakyeo/image_type_1/
165,2022-05-10_01-40-15_UTC_5.jpg,If you've ever sucked on my tits you're obligated to wish me a happy Mother's Day,yikyakyeo/image_type_1/
166,2022-04-22_19-32-52_UTC_6.jpg,i would fuck with a thunderstorm rn,yikyakyeo/image_type_1/
167,2022-06-03_12-49-46_UTC_3.jpg,"will never ever understand why okta logs me out of my account when i'm in the literal middle of typing a sentence. my fingers are moving, there is no need to guard my doc. i'm sitting right here girly",yikyakyeo/image_type_1/
168,2022-05-26_02-53-46_UTC_7.jpg,Dony shoved Jacob into the barrows trenches,yikyakyeo/image_type_1/
169,2022-05-12_03-37-15_UTC_3.jpg,Oberlin currently doing a reenactment of the 2009 housing crisis,yikyakyeo/image_type_1/
170,2022-03-13_03-27-33_UTC_1.jpg,Please remember condoms are not 100% safe. My friend was wearing one and still got hit by a car,yikyakyeo/image_type_1/
171,2022-06-03_12-49-46_UTC_10.jpg,"Kinda scared to say this, but I'm starting to think one person can't change the world, you guys",yikyakyeo/image_type_1/
172,2022-11-10_03-20-07_UTC_7.jpg,I'll miss the ads where Taxing Tim Ryan is in love with Biden and Pelosi and their “liberal agenda” (their socialist sex parties),yikyakyeo/image_type_1/
173,2022-09-11_04-29-32_UTC_7.jpg,not very campus safe of the campus safety cars to drive directly towards students on sidewalks,yikyakyeo/image_type_1/
174,2022-06-22_18-36-21_UTC_3.jpg,did y'all know some people have british accents all the time and not just when they're in awkward situations,yikyakyeo/image_type_1/
175,2022-05-30_16-19-32_UTC_6.jpg,obies travel either solo or in lil codependent packs,yikyakyeo/image_type_1/
176,2022-09-01_19-48-11_UTC_9.jpg,"tinder here sucks, i found like all the RAs",yikyakyeo/image_type_1/
177,2022-05-30_14-43-49_UTC_5.jpg,i was wondering why i have so much less work than everyone i know and then i remembered that i'm just refusing to do any of my finals,yikyakyeo/image_type_1/
178,2022-04-25_15-14-34_UTC_1.jpg,"Dropping out of all my classes, I was just offered a job from POTENTIAL PHISHING SCAM to be a research assistant getting paid $600 a week working 4 hours !!!",yikyakyeo/image_type_1/
179,2022-10-31_04-32-44_UTC_7.jpg,my roommate accidentally stumbled into my bed guess we have to cuddle now hoping he accidentally stumbles into my hole next,yikyakyeo/image_type_1/
180,2022-02-08_01-19-10_UTC_7.jpg,you ever think about how weird it is that it's normal to watch shows about minors (teens) who have sex ?,yikyakyeo/image_type_1/
181,2022-01-26_01-57-54_UTC_5.jpg,gorgeous gorgeous girls wear masks to parties....gorgeous gorgeous girls dont risk giving covid to disabled/ immunocomp ppl even if omicron is less deadly. the ppl on my floor arent gourgeous girls,yikyakyeo/image_type_1/
182,2022-03-10_02-26-45_UTC_7.jpg,healing my relationship with the catholic church by playing “hallelujah” on the smule piano app,yikyakyeo/image_type_1/
183,2022-01-26_01-57-54_UTC_4.jpg,"dear diary, today i submitted a 3000 word essay about hyperpop. for credit. towards a college degree",yikyakyeo/image_type_1/
184,2022-02-08_01-19-10_UTC_6.jpg,the anxiety I get about what my room smells like to other people is traumatic,yikyakyeo/image_type_1/
185,2022-10-31_04-32-44_UTC_6.jpg,Masturbating by candlelight is different,yikyakyeo/image_type_1/
186,2022-03-10_02-26-45_UTC_6.jpg,the fact that i got straight a's last semester is how I know oberlin is a declining institution,yikyakyeo/image_type_1/
187,2022-01-31_01-08-32_UTC_6.jpg,Winter Term Project: Become a moonshiner,yikyakyeo/image_type_1/
188,2022-05-30_14-43-49_UTC_4.jpg,“FRANKLIN UNIVERSITY MAKES IT POSSIBLE!!",yikyakyeo/image_type_1/
189,2022-09-01_19-48-11_UTC_8.jpg,command hooks are NOT JOKING when they say wait an hour before hanging anything my oculus quest fell six feet to the floor today because i didn't wait for the adhesive to stick,yikyakyeo/image_type_1/
190,2022-06-22_18-36-21_UTC_2.jpg,why is my hometown yak just people trying to hook up and people trying to sell vacuums,yikyakyeo/image_type_1/
191,2022-05-30_16-19-32_UTC_7.jpg,We need a federal investigation into the Decafe muffin slime,yikyakyeo/image_type_1/
192,2022-09-11_04-29-32_UTC_6.jpg,staying in my room smoking a cigarette during the fire drill cause it's not like the alarm can go off twice,yikyakyeo/image_type_1/
193,2022-11-10_03-20-07_UTC_6.jpg,we really blue that election. I really hope I just red the map wrong,yikyakyeo/image_type_1/
194,2022-05-12_03-37-15_UTC_2.jpg,Are they just trying to pay off the Gibsons settlement in one incoming class?,yikyakyeo/image_type_1/
