,Unnamed: 0,image_name,text,image_type_folder
2132,2132,2022-01-22_20-04-43_UTC_4.jpg,Im so aloof and mysterious that I brush my teeth with one hand in my pocket,yikyakyeo/image_type_2/
2133,2133,2022-04-08_14-21-13_UTC_4.jpg,Petition for oberlin to switch to anal covid swabs so I can get some damn action,yikyakyeo/image_type_2/
2134,2134,2022-01-28_04-03-30_UTC_2.jpg,Be nice to RAs. We don't have the energy to fill out reports. Wear your mask and don't blame student workers who don't get paid enough for stuff like this,yikyakyeo/image_type_2/
2135,2135,2022-01-28_04-03-30_UTC_3.jpg,Just saw my RA without their mask on. Can I perform a citizen's arrest?,yikyakyeo/image_type_2/
2136,2136,2022-04-08_14-21-13_UTC_5.jpg,idk what's worse the wasps tryna string me or the wasps tryna tell me abt their house on the cape,yikyakyeo/image_type_2/
2137,2137,2022-04-03_18-06-20_UTC_1.jpg,Flexing on the Californians by not getting frostbite,yikyakyeo/image_type_2/
2138,2138,2022-01-24_03-54-22_UTC_1.jpg,"New Oberlin drinking game! Take a shot every time one of the dining halls commits labor and/or FDA violations! (You will die, not clickbait)",yikyakyeo/image_type_2/
2139,2139,2022-01-22_20-04-43_UTC_5.jpg,gonna start showering in the wilder bowl sprinklers because that's the only place there's good water pressure apparently,yikyakyeo/image_type_2/
2140,2140,2022-04-05_13-43-39_UTC_1.jpg,"Why do my teachers want me to write so many reflections? What am I, a fucking mirror?",yikyakyeo/image_type_2/
2141,2141,2022-04-04_12-52-41_UTC_8.jpg,"Turned wine into vomit last night. Your move, Jesus.",yikyakyeo/image_type_2/
2142,2142,2022-04-05_13-43-39_UTC_3.jpg,Guys I'm not sure Oberlin will be able to financially recover from me stealing a banana from the rat,yikyakyeo/image_type_2/
2143,2143,2022-01-24_03-54-22_UTC_3.jpg,"When dining hall staff ask me if I want the unidentified “soup of the day,” I'm like I don't even know my own gender how tf am I supposed to know if I want your soup",yikyakyeo/image_type_2/
2144,2144,2022-04-03_18-06-20_UTC_3.jpg,“they/them pronouns are confusing” ok then what is the oberlin meal plan,yikyakyeo/image_type_2/
2145,2145,2022-01-27_02-29-47_UTC_5.jpg,i've gotten more shit abt not smoking weed then abt being nonbinary and that's the true obie experience,yikyakyeo/image_type_2/
2146,2146,2022-04-08_14-21-13_UTC_7.jpg,does anybody want to come to my room to see my dice collection,yikyakyeo/image_type_2/
2147,2147,2022-01-28_04-03-30_UTC_1.jpg,not res ed knocking on my door while I'm getting fingered,yikyakyeo/image_type_2/
2148,2148,2022-04-08_14-21-13_UTC_6.jpg,Y'all ever just #]%{Y{*{*FA& (TV STATIC) for like two hours in the morning?,yikyakyeo/image_type_2/
2149,2149,2022-01-27_02-29-47_UTC_4.jpg,Hate when i'm coughing in public. Like No!!! 1 don't have COVID!!! I'm just smoking weed!!!!,yikyakyeo/image_type_2/
2150,2150,2022-04-03_18-06-20_UTC_2.jpg,the athletes are so bold being exclusive about parties. don't yall have a game to lose,yikyakyeo/image_type_2/
2151,2151,2022-01-24_03-54-22_UTC_2.jpg,"late last night i saw someone roll a large 1920's great depression vibes wooden barrel labeled MIRALAX into Stevie and they told me it was a “secret ingredient"" when i asked them what it was for ??",yikyakyeo/image_type_2/
2152,2152,2022-01-22_20-04-43_UTC_6.jpg,cant wait to snort some ass dust in the dascomb bathrooms,yikyakyeo/image_type_2/
2153,2153,2022-04-05_13-43-39_UTC_2.jpg,successfully pirated Adobe photoshop and premiere. my girlboss era has just begun,yikyakyeo/image_type_2/
2154,2154,2022-04-07_13-10-21_UTC_8.jpg,just bought 5 bags of gravel to make paths across north quad,yikyakyeo/image_type_2/
2155,2155,2022-04-05_00-57-50_UTC_8.jpg,sl laa There is no in “team” but there is one in “group project”,yikyakyeo/image_type_2/
2156,2156,2022-04-05_20-52-04_UTC_6.jpg,My vpn is telling me Obiewifi is not very Obiesafe,yikyakyeo/image_type_2/
2157,2157,2022-04-05_20-52-04_UTC_7.jpg,"Why'd I get an email from res Ed at 2 am, baby you are not supposed to be awake right now",yikyakyeo/image_type_2/
2158,2158,2022-04-05_00-57-50_UTC_9.jpg,Any evil girls wanna meet up and be diabolical together @3) G3 G9 Maybe kiss in an evil way while watching the world burn? @9 69 @9,yikyakyeo/image_type_2/
2159,2159,2022-04-07_13-10-21_UTC_9.jpg,i burned my tongue on hot tea earlier and iam being so brave about it guys,yikyakyeo/image_type_2/
2160,2160,2022-04-03_14-55-40_UTC_5.jpg,"Hi I'm visiting from out of state, and out of simple curiosity, what the actual fuck is wrong with y'all's meal plans?? are you ok?? do you need help? should i call the authorities",yikyakyeo/image_type_2/
2161,2161,2022-04-05_20-52-04_UTC_5.jpg,Did construction accidentally dig up the ww2 bunker where oberlin kept the WiFi servers,yikyakyeo/image_type_2/
2162,2162,2022-04-05_20-52-04_UTC_4.jpg,ngl mercy health wifi better than obiewifi gonna start doing my work in here,yikyakyeo/image_type_2/
2163,2163,2022-04-03_14-55-40_UTC_4.jpg,The sexual tension between me and skipping my class rn,yikyakyeo/image_type_2/
2164,2164,2022-04-08_01-03-18_UTC_9.jpg,"if you jaywalk between the science center and wilder, president ambar herself throws a car tire at you",yikyakyeo/image_type_2/
2165,2165,2022-04-05_20-52-04_UTC_1.jpg,fuck it *unverifies your okta,yikyakyeo/image_type_2/
2166,2166,2022-04-03_14-55-40_UTC_1.jpg,Not learning how to drive so I never have to drive someone to the airport,yikyakyeo/image_type_2/
2167,2167,2022-04-08_01-03-18_UTC_8.jpg,just saw pres Ambar walking Nathan carpenter around ona leash. he peed on a fire hydrant,yikyakyeo/image_type_2/
2168,2168,2022-04-03_14-55-40_UTC_3.jpg,Can we normalize doing the bare minimum please? I'm tired of typing up my 11 word reading response and seeing everyone in my class submitting the whole lord of the rings trilogy.,yikyakyeo/image_type_2/
2169,2169,2022-04-05_00-57-50_UTC_10.jpg,"i love being the fifth downvote, it's a like a little surge of power that goes straight to my head",yikyakyeo/image_type_2/
2170,2170,2022-04-05_20-52-04_UTC_3.jpg,the wifi is slower than my metabolism,yikyakyeo/image_type_2/
2171,2171,2022-04-05_20-52-04_UTC_2.jpg,i wish someone would fuck me like obiewifi fucks me ona daily basis.,yikyakyeo/image_type_2/
2172,2172,2022-04-05_13-43-39_UTC_10.jpg,Saw Arte from the webkinz curio shop at the country sco night who knew he was from the mountains of West Virginia and supported fracking (2),yikyakyeo/image_type_2/
2173,2173,2022-04-03_14-55-40_UTC_2.jpg,"liberal arts college, degree in exclusion and passive aggression",yikyakyeo/image_type_2/
