,Unnamed: 0,image_name,text,image_type_folder
2132,2132,2022-01-22_20-04-43_UTC_4.jpg,Im so aloof and mysterious that I brush my teeth with one hand in my pocket,yikyakyeo/image_type_2/
2133,2133,2022-04-08_14-21-13_UTC_4.jpg,Petition for oberlin to switch to anal covid swabs so I can get some damn action,yikyakyeo/image_type_2/
2134,2134,2022-01-28_04-03-30_UTC_2.jpg,Be nice to RAs. We don't have the energy to fill out reports. Wear your mask and don't blame student workers who don't get paid enough for stuff like this,yikyakyeo/image_type_2/
2135,2135,2022-01-28_04-03-30_UTC_3.jpg,Just saw my RA without their mask on. Can I perform a citizen's arrest?,yikyakyeo/image_type_2/
2136,2136,2022-04-08_14-21-13_UTC_5.jpg,idk what's worse the wasps tryna string me or the wasps tryna tell me abt their house on the cape,yikyakyeo/image_type_2/
2137,2137,2022-04-03_18-06-20_UTC_1.jpg,Flexing on the Californians by not getting frostbite,yikyakyeo/image_type_2/
2138,2138,2022-01-24_03-54-22_UTC_1.jpg,"New Oberlin drinking game! Take a shot every time one of the dining halls commits labor and/or FDA violations! (You will die, not clickbait)",yikyakyeo/image_type_2/
2139,2139,2022-01-22_20-04-43_UTC_5.jpg,gonna start showering in the wilder bowl sprinklers because that's the only place there's good water pressure apparently,yikyakyeo/image_type_2/
2140,2140,2022-04-05_13-43-39_UTC_1.jpg,"Why do my teachers want me to write so many reflections? What am I, a fucking mirror?",yikyakyeo/image_type_2/
2141,2141,2022-04-04_12-52-41_UTC_8.jpg,"Turned wine into vomit last night. Your move, Jesus.",yikyakyeo/image_type_2/
2142,2142,2022-04-05_13-43-39_UTC_3.jpg,Guys I'm not sure Oberlin will be able to financially recover from me stealing a banana from the rat,yikyakyeo/image_type_2/
2143,2143,2022-01-24_03-54-22_UTC_3.jpg,"When dining hall staff ask me if I want the unidentified “soup of the day,” I'm like I don't even know my own gender how tf am I supposed to know if I want your soup",yikyakyeo/image_type_2/
2144,2144,2022-04-03_18-06-20_UTC_3.jpg,“they/them pronouns are confusing” ok then what is the oberlin meal plan,yikyakyeo/image_type_2/
2145,2145,2022-01-27_02-29-47_UTC_5.jpg,i've gotten more shit abt not smoking weed then abt being nonbinary and that's the true obie experience,yikyakyeo/image_type_2/
2146,2146,2022-04-08_14-21-13_UTC_7.jpg,does anybody want to come to my room to see my dice collection,yikyakyeo/image_type_2/
2147,2147,2022-01-28_04-03-30_UTC_1.jpg,not res ed knocking on my door while I'm getting fingered,yikyakyeo/image_type_2/
2148,2148,2022-04-08_14-21-13_UTC_6.jpg,Y'all ever just #]%{Y{*{*FA& (TV STATIC) for like two hours in the morning?,yikyakyeo/image_type_2/
2149,2149,2022-01-27_02-29-47_UTC_4.jpg,Hate when i'm coughing in public. Like No!!! 1 don't have COVID!!! I'm just smoking weed!!!!,yikyakyeo/image_type_2/
2150,2150,2022-04-03_18-06-20_UTC_2.jpg,the athletes are so bold being exclusive about parties. don't yall have a game to lose,yikyakyeo/image_type_2/
2151,2151,2022-01-24_03-54-22_UTC_2.jpg,"late last night i saw someone roll a large 1920's great depression vibes wooden barrel labeled MIRALAX into Stevie and they told me it was a “secret ingredient"" when i asked them what it was for ??",yikyakyeo/image_type_2/
2152,2152,2022-01-22_20-04-43_UTC_6.jpg,cant wait to snort some ass dust in the dascomb bathrooms,yikyakyeo/image_type_2/
2153,2153,2022-04-05_13-43-39_UTC_2.jpg,successfully pirated Adobe photoshop and premiere. my girlboss era has just begun,yikyakyeo/image_type_2/
2154,2154,2022-04-07_13-10-21_UTC_8.jpg,just bought 5 bags of gravel to make paths across north quad,yikyakyeo/image_type_2/
2155,2155,2022-04-05_00-57-50_UTC_8.jpg,sl laa There is no in “team” but there is one in “group project”,yikyakyeo/image_type_2/
2156,2156,2022-04-05_20-52-04_UTC_6.jpg,My vpn is telling me Obiewifi is not very Obiesafe,yikyakyeo/image_type_2/
2157,2157,2022-04-05_20-52-04_UTC_7.jpg,"Why'd I get an email from res Ed at 2 am, baby you are not supposed to be awake right now",yikyakyeo/image_type_2/
2158,2158,2022-04-05_00-57-50_UTC_9.jpg,Any evil girls wanna meet up and be diabolical together @3) G3 G9 Maybe kiss in an evil way while watching the world burn? @9 69 @9,yikyakyeo/image_type_2/
2159,2159,2022-04-07_13-10-21_UTC_9.jpg,i burned my tongue on hot tea earlier and iam being so brave about it guys,yikyakyeo/image_type_2/
2160,2160,2022-04-03_14-55-40_UTC_5.jpg,"Hi I'm visiting from out of state, and out of simple curiosity, what the actual fuck is wrong with y'all's meal plans?? are you ok?? do you need help? should i call the authorities",yikyakyeo/image_type_2/
2161,2161,2022-04-05_20-52-04_UTC_5.jpg,Did construction accidentally dig up the ww2 bunker where oberlin kept the WiFi servers,yikyakyeo/image_type_2/
2162,2162,2022-04-05_20-52-04_UTC_4.jpg,ngl mercy health wifi better than obiewifi gonna start doing my work in here,yikyakyeo/image_type_2/
2163,2163,2022-04-03_14-55-40_UTC_4.jpg,The sexual tension between me and skipping my class rn,yikyakyeo/image_type_2/
2164,2164,2022-04-08_01-03-18_UTC_9.jpg,"if you jaywalk between the science center and wilder, president ambar herself throws a car tire at you",yikyakyeo/image_type_2/
2165,2165,2022-04-05_20-52-04_UTC_1.jpg,fuck it *unverifies your okta,yikyakyeo/image_type_2/
2166,2166,2022-04-03_14-55-40_UTC_1.jpg,Not learning how to drive so I never have to drive someone to the airport,yikyakyeo/image_type_2/
2167,2167,2022-04-08_01-03-18_UTC_8.jpg,just saw pres Ambar walking Nathan carpenter around ona leash. he peed on a fire hydrant,yikyakyeo/image_type_2/
2168,2168,2022-04-03_14-55-40_UTC_3.jpg,Can we normalize doing the bare minimum please? I'm tired of typing up my 11 word reading response and seeing everyone in my class submitting the whole lord of the rings trilogy.,yikyakyeo/image_type_2/
2169,2169,2022-04-05_00-57-50_UTC_10.jpg,"i love being the fifth downvote, it's a like a little surge of power that goes straight to my head",yikyakyeo/image_type_2/
2170,2170,2022-04-05_20-52-04_UTC_3.jpg,the wifi is slower than my metabolism,yikyakyeo/image_type_2/
2171,2171,2022-04-05_20-52-04_UTC_2.jpg,i wish someone would fuck me like obiewifi fucks me ona daily basis.,yikyakyeo/image_type_2/
2172,2172,2022-04-05_13-43-39_UTC_10.jpg,Saw Arte from the webkinz curio shop at the country sco night who knew he was from the mountains of West Virginia and supported fracking (2),yikyakyeo/image_type_2/
2173,2173,2022-04-03_14-55-40_UTC_2.jpg,"liberal arts college, degree in exclusion and passive aggression",yikyakyeo/image_type_2/
2174,2174,2022-09-27_01-22-09_UTC_6.jpg,really slutty to have a consistent identity this app. “ooo i wanna be famous with all the anonymous horny people” this is what u sound like,yikyakyeo/image_type_3/
2175,2175,2022-10-07_01-43-46_UTC_4.jpg,"Oberlin students be like damn I have class until 3, then I have to work with my group and then I have to protest the Board of Trustees at 4",yikyakyeo/image_type_3/
2176,2176,2022-09-25_01-14-40_UTC_8.jpg,Sorry guys... I got rly hungry,yikyakyeo/image_type_3/
2177,2177,2022-10-10_06-07-58_UTC_7.jpg,Daily dad joke #7: Why was the pig covered in ink? Because it lived in a pen.,yikyakyeo/image_type_3/
2178,2178,2022-10-02_00-10-52_UTC_4.jpg,Washed mmy dildo tonight in the barrows bathroom while somebody had a meltdown ranting to their friend. Sweating buckets trying to clean it faster and get out.,yikyakyeo/image_type_3/
2179,2179,2022-09-23_01-16-00_UTC_8.jpg,my toxic trait is thinking it'll take me exactly 10 minutes to get anywhere,yikyakyeo/image_type_3/
2180,2180,2022-09-23_01-16-00_UTC_9.jpg,"hey trans siblings u are beautiful and awesome and valued, ily",yikyakyeo/image_type_3/
2181,2181,2022-10-02_00-10-52_UTC_5.jpg,finding out ur crush is dating someone hotter than u is positively mortifying,yikyakyeo/image_type_3/
2182,2182,2022-10-10_06-07-58_UTC_6.jpg,"Daily dad joke #6: The past, the present, and the future walked into a bar. It was tense.",yikyakyeo/image_type_3/
2183,2183,2022-09-25_01-14-40_UTC_9.jpg,got in an argument with a psych major and the mf started diagnosing me with psychological disorders,yikyakyeo/image_type_3/
2184,2184,2022-10-07_01-43-46_UTC_5.jpg,Board of trust these nuts in their mouth,yikyakyeo/image_type_3/
2185,2185,2022-09-27_01-22-09_UTC_7.jpg,"Hey everyone please don't go into the people shaped holes in the basement of King, no matter how much it looks like you",yikyakyeo/image_type_3/
2186,2186,2022-09-27_01-22-09_UTC_5.jpg,Just scheduled the surgery to get my dick chopped off,yikyakyeo/image_type_3/
2187,2187,2022-09-29_02-37-33_UTC_4.jpg,Just got an 81/100 on a paper I rly thought deserved a 50 on and my night is suddenly so much better,yikyakyeo/image_type_3/
2188,2188,2022-10-07_01-43-46_UTC_7.jpg,we're bored of trustees,yikyakyeo/image_type_3/
2189,2189,2022-02-19_04-28-01_UTC_9.jpg,Salting the sidewalks means I can't take my pet slug on his daily walks,yikyakyeo/image_type_3/
2190,2190,2022-10-02_00-10-52_UTC_7.jpg,"I hate waking up early on saturdays, the only people alive are athletes and the library is not open",yikyakyeo/image_type_3/
2191,2191,2022-10-10_06-07-58_UTC_4.jpg,Daily dad joke #4: What key do you get when a miner falls down a mineshaft? A flat minor,yikyakyeo/image_type_3/
2192,2192,2022-10-10_01-30-44_UTC_9.jpg,There are two genres of music at Oberlin: funk and white girl indie rock.,yikyakyeo/image_type_3/
2193,2193,2022-02-18_02-13-54_UTC_9.jpg,I'm so ready for the illusion of free food,yikyakyeo/image_type_3/
2194,2194,2022-02-18_02-13-54_UTC_8.jpg,hello this is the CEO of oberlin yakking. the real reason we're closing the rat is because we were in a silly and goofy mood,yikyakyeo/image_type_3/
2195,2195,2022-10-10_01-30-44_UTC_8.jpg,"oberlin students be like 'i cant believe no one warned me about this' as if it wasnt in the several emails sent out regularly with postings about campus events,yikyakyeo/image_type_3/
2196,2022-10-10_06-07-58_UTC_5.jpg,Daily dad joke #5: What did the llama say to his date? “Want to go ona picnic? Alpaca lunch.”,yikyakyeo/image_type_3/
2197,2022-10-02_00-10-52_UTC_6.jpg,i get why adults need a stiff drink after week of work. i'm so tired,yikyakyeo/image_type_3/
2198,2022-02-19_04-28-01_UTC_8.jpg,every week I only look forward to Euphoria & A House Sundays,yikyakyeo/image_type_3/
2199,2022-10-07_01-43-46_UTC_6.jpg,Just overheard a professor say they hadnt been in Wilder since Vietnam,yikyakyeo/image_type_3/
2200,2022-09-29_02-37-33_UTC_5.jpg,New Oberlin applicant requirement: proof you can wash your hands after using the bathroom,yikyakyeo/image_type_3/
2201,2022-09-27_01-22-09_UTC_4.jpg,Connect cleveland shirt: O defense minus 1 charisma plus 1 luck,yikyakyeo/image_type_3/
2202,2022-09-29_02-37-33_UTC_1.jpg,Update: girl on the fencing team and the rugby team I was gushing about is my gf now,yikyakyeo/image_type_3/
2203,2022-10-07_01-43-46_UTC_2.jpg,jusr did a room inspection and saw this resident had no weed so i called them a loser and beat them up""",yikyakyeo/image_type_3/
2196,2204,2022-02-16_04-03-27_UTC_8.jpg,avi should put hot sauce packets in the silverware packets for the sake of the poc on this campus,yikyakyeo/image_type_3/
2197,2205,2022-10-02_00-10-52_UTC_2.jpg,wait we're supposed to actually do the homework? i thought it was just for the dark academia aesthetic,yikyakyeo/image_type_3/
2198,2206,2022-10-10_06-07-58_UTC_1.jpg,Daily dad joke #1: How do you turn any salad into a Caesar salad? Stab it 23 times,yikyakyeo/image_type_3/
2199,2207,2022-10-02_00-10-52_UTC_3.jpg,affirmations: no one could tell i didnt finish our readings i was very concise and well spoken and no one wanted to kill me in the lecture hall where i sat,yikyakyeo/image_type_3/
2200,2208,2022-02-16_04-03-27_UTC_9.jpg,Nathan carpenter really working his way up from student to president. His life is the sims and we are the npcs,yikyakyeo/image_type_3/
2201,2209,2022-10-07_01-43-46_UTC_3.jpg,Hi RAs I've already checked my room no need for you to come in I definitely don't have 7 ft tall St Andrew's cross in my room,yikyakyeo/image_type_3/
2202,2210,2022-02-18_02-09-50_UTC_8.jpg,when ur feeling lonely just remember that even the drain flies in the Bailey shower are gettin' it and ur not.,yikyakyeo/image_type_3/
2203,2211,2022-09-27_01-22-09_UTC_1.jpg,"class at 8:30, woke up at 8:50. on my hustle grindset",yikyakyeo/image_type_3/
2204,2212,2022-09-27_01-22-09_UTC_3.jpg,why does it seem like people genuinely forget that people go to college at different times and take time off? Just because someone is in a lower year doesn't mean you're their elder lmao,yikyakyeo/image_type_3/
2205,2213,2022-09-29_02-37-33_UTC_2.jpg,If you see me on campus (studying in common space perhaps) and you think I'm the most beautiful amazing gorgeous person ever you should just come say hi to me I am so nice and wonderful to talk to,yikyakyeo/image_type_3/
2206,2214,2022-10-07_01-43-46_UTC_1.jpg,"the room inspection people looked in all my cabinets, and when they saw i didn't have any weed, said “lol, loser” and beat the shit out of me?? has this happened to anyone else",yikyakyeo/image_type_3/
2207,2215,2022-10-10_06-07-58_UTC_2.jpg,"Daily dad joke #2: What's the best thing about Switzerland? I don't know, but the flag is a big plus.",yikyakyeo/image_type_3/
2208,2216,2022-10-02_00-10-52_UTC_1.jpg,College taught me that you don't need fun to have alcohol,yikyakyeo/image_type_3/
2209,2217,2022-10-10_06-07-58_UTC_3.jpg,Daily dad joke #3: What's the difference between a man wearing pajamas on a bicycle and a guy wearing a tuxedo on a unicycle? Attire,yikyakyeo/image_type_3/
2210,2218,2022-09-29_02-37-33_UTC_3.jpg,how the hell am I supposed to find the strength to get up when my bed is so warm,yikyakyeo/image_type_3/
2211,2219,2022-09-27_01-22-09_UTC_2.jpg,i feel so stupid here :( i feel like i know nothing in my classes and everyone is just ona different level than me,yikyakyeo/image_type_3/
2212,2220,2022-02-15_01-37-09_UTC_1.jpg,Oh you're in the Con? Name every dead white man to walk the earth.,yikyakyeo/image_type_3/
2213,2221,2022-09-25_23-16-48_UTC_8.jpg,stay safe guys!!! 1m ago | behind you,yikyakyeo/image_type_3/
2214,2222,2022-09-28_00-10-31_UTC_2.jpg,I'm so bad at procrastinating that I still haven't had sex yet. Don't worry guys I'll get around to it eventually ;),yikyakyeo/image_type_3/
2215,2223,2022-09-28_00-10-31_UTC_3.jpg,bitches complaining about feeling stupid here as if the phrase “imposter syndrome” wasn't coined by a woman who went here,yikyakyeo/image_type_3/
2216,2224,2022-02-17_03-18-05_UTC_1.jpg,wallace and gromit is my favorite anime,yikyakyeo/image_type_3/
2217,2225,2022-09-25_23-16-48_UTC_9.jpg,"Undecided majors be like 'damn, I have to make a decision by 11.59pm'",yikyakyeo/image_type_3/
2218,2226,2022-02-15_01-37-09_UTC_2.jpg,if you point a garage door opener at me ima go gzszhhhhhh and levitate,yikyakyeo/image_type_3/
2219,2227,2022-02-17_03-18-05_UTC_3.jpg,Oberlin does have one D1 sport: laundry,yikyakyeo/image_type_3/
2220,2228,2022-09-28_00-10-31_UTC_1.jpg,Do your part to prevent another 900-person incoming class! Bark at tour groups! Commit a crime in front of them! Get creative but by god drive them elsewhere,yikyakyeo/image_type_3/
2221,2229,2022-02-19_04-21-09_UTC_9.jpg,so did your maid flush the toilet for you?,yikyakyeo/image_type_3/
2222,2230,2022-02-19_04-21-09_UTC_8.jpg,Joe Biden just stopped by my dorm room to bum a cigarette,yikyakyeo/image_type_3/
2223,2231,2022-02-17_03-18-05_UTC_2.jpg,Faaaaaawther when can I leave to be on my oooooooooooowwwuune... I've got the whole worldussy,yikyakyeo/image_type_3/
2224,2232,2022-02-15_01-37-09_UTC_3.jpg,ok time to start my winter term project,yikyakyeo/image_type_3/
2225,2233,2022-02-15_01-37-09_UTC_7.jpg,Happy Valentines Day!! First single to person to meet me out in the gazebo in the middle of tappan gets nothing besides the cold cold knowledge that I didn't show up for them,yikyakyeo/image_type_3/
2226,2234,2022-10-07_01-43-46_UTC_10.jpg,looking at yikyakyeo to see if they posted your yak is like feverishly checking to see if you made the cut for the school play,yikyakyeo/image_type_3/
2227,2235,2022-02-17_03-18-05_UTC_6.jpg,sobbing bc your covid cough wont go away so u are stuck in quarantine another day and avi stopped bringing you food while ur neighbor raps horribly next door,yikyakyeo/image_type_3/
2228,2236,2022-09-28_00-10-31_UTC_4.jpg,my face was so oily today I'm amazed bush didn't invade,yikyakyeo/image_type_3/
2229,2237,2022-02-19_04-34-23_UTC_8.jpg,this is a reminder to myself to bring my water bottle to class so people can see how hot i am when i take down my mask to drink,yikyakyeo/image_type_3/
2230,2238,2022-02-19_04-34-23_UTC_9.jpg,Don't invite me to your room if it smells like hot trash pls,yikyakyeo/image_type_3/
2231,2239,2022-09-28_00-10-31_UTC_5.jpg,"theres 3 types of students. the ones who do all the readings, the ones who never read, and the ones who never read but somehow still manage to talk in class and sound like they did the reading",yikyakyeo/image_type_3/
2232,2240,2022-02-17_03-18-05_UTC_7.jpg,my favorite activity on campus is going to the counselling center,yikyakyeo/image_type_3/
2233,2241,2022-02-15_01-37-09_UTC_6.jpg,Do you think Ambarr and the endowment have explored each other's bodies,yikyakyeo/image_type_3/
2234,2242,2022-10-10_01-30-44_UTC_10.jpg,Just showered and feel absolutely no motivation to dry off and get in bed. Just wanna flop into the sea floor like a wet flounder,yikyakyeo/image_type_3/
2235,2243,2022-02-15_01-37-09_UTC_4.jpg,Happy Alentines Ay!! Celebrating all who won't be getting the V or D on this wonderful Monday,yikyakyeo/image_type_3/
2236,2244,2022-02-17_03-18-05_UTC_5.jpg,Looking back at old photos of myself. My body was beautiful and I'm sorry I treated it so badly.,yikyakyeo/image_type_3/
2237,2245,2022-09-28_00-10-31_UTC_7.jpg,why didn't anyone tell me the rat was restaurant. I've been eating rodents off the floor for 5 weeks,yikyakyeo/image_type_3/
2238,2246,2022-10-02_00-10-52_UTC_10.jpg,what is joe bidens plan to abolish the azzies piano,yikyakyeo/image_type_3/
2239,2247,2022-09-28_00-10-31_UTC_6.jpg,"If you ever feel bad about men you've dated, in high school I dated a guy who wanted to start a libertarian hype house on tik tok",yikyakyeo/image_type_3/
2240,2248,2022-02-17_03-18-05_UTC_4.jpg,I have hit my room with the door at least a dozen times and he has yet to make the connection that standing behind the door leads to being hit with aforementioned door,yikyakyeo/image_type_3/
2241,2249,2022-02-15_01-37-09_UTC_5.jpg,anyone else dreading the campus being back to full capacity? i hate people.,yikyakyeo/image_type_3/
2242,2250,2022-09-25_23-16-48_UTC_1.jpg,upvote if u didn't have sex tonight,yikyakyeo/image_type_3/
2243,2251,2022-02-19_04-21-09_UTC_3.jpg,"ambar's new buick looks so nice! anyways, tuition is increasing next year <3",yikyakyeo/image_type_3/
2244,2252,2022-02-19_04-34-23_UTC_7.jpg,i'm like spiderman but instead of swinging from buildings I pack a bowl before my 11am theory class,yikyakyeo/image_type_3/
2245,2253,2022-02-19_04-34-23_UTC_6.jpg,all the people i hate are back on campus :(,yikyakyeo/image_type_3/
2246,2254,2022-02-19_04-21-09_UTC_2.jpg,We're not going to go over the entire syllabus proceeds to go over the entire syllabus,yikyakyeo/image_type_3/
2247,2255,2022-09-25_23-16-48_UTC_2.jpg,the Oberlin experience: everyone wants to hook up; just not with you.,yikyakyeo/image_type_3/
